HEIGHT,PCT_TREE,NDVI_DELTA,NPP,PRECIP_ANN,TEMP_MEAN,TEMP_SDEV,PRECIP_CV,CTI,ELEV,LC_TYPE,X,Y,NCBD_30M
0,10,0.03126,8048,1161,169,7152,23,669,48,14,-80.0287926263015,34.1826546759286,115
14,26,0.01191,8070,1196,169,7126,24,684,22,14,-79.4435475866009,34.2709688363311,131
26,69,0.03829,8314,1189,169,6941,18,935,147,14,-82.8719972017732,33.2598769613653,84
21,56,0.00163,8387,1345,169,6923,31,732,16,5,-78.0083837476755,34.5208754503948,82
17,71,0.00689,8594,1335,169,6860,29,791,20,5,-78.3105809638272,34.1770740948235,101
23,68,0.03852,8673,1413,169,7106,20,482,148,5,-86.5429587614699,33.0508050618536,119
21,56,0.04061,8745,1140,169,7116,21,601,62,5,-80.6709804530709,34.098941740984,149
25,76,0.08032,8862,1397,169,6935,22,499,234,5,-85.3228970503951,32.627284071162,158
18,39,0.01844,8997,1366,169,6948,30,653,17,14,-77.562351488168,34.6925811487821,85
22,48,0.03578,9256,1431,169,7228,22,798,87,5,-89.8587753280561,32.9823069276317,24
23,73,0.05847,9442,1147,169,7118,22,716,87,5,-80.4446350705568,34.0840538905163,89
19,69,0.02229,9573,1363,169,6934,30,699,10,5,-77.6625020379,34.6397924857326,56
19,58,0.04255,9656,1451,169,7109,20,563,159,14,-89.2038725786138,32.6832821650592,121
18,72,0.03904,9770,1394,169,6925,26,976,7,1,-76.7836958123302,34.7629207877314,134
20,37,0.02426,10596,1454,169,7102,20,613,170,14,-89.0642082321442,32.5847218012283,61
22,60,0.07881,10649,1324,169,6894,20,669,250,5,-84.8361635938689,32.7852607956756,109
20,58,0.03149,11041,1454,169,7102,20,531,160,14,-86.8566228018632,32.9812507869989,75
6,12,0.01851,13871,555,169,7903,50,780,709,10,-100.860534187676,32.9132675607159,19
24,71,0.04547,14107,1195,169,6944,17,594,140,5,-82.671581113683,33.3394032990949,119
13,5,-0.02062,15308,1400,169,7414,21,580,67,8,-88.4668360282498,33.3528939084513,0
15,4,0.00685,22305,1316,169,7896,20,661,37,0,-91.1019044332502,33.7813080997755,89
0,9,-0.03545,24065,440,169,5857,84,254,787,6,-117.210535561208,34.1724819468675,109
22,51,0.05323,65535,1172,169,7140,16,457,95,13,-82.0478927083461,33.4898326148544,115
19,27,0.05668,65535,1169,169,7103,17,462,101,8,-82.0721578715283,33.4395926473176,75
22,72,0.00542,414,1281,170,7552,13,521,77,5,-92.7918954170061,33.2604898529262,106
0,0,0.00689,942,336,170,6721,92,553,1222,10,-110.162586747915,31.7739583226687,0
0,0,0.03057,1195,227,170,7556,75,1129,1242,7,-106.73213199673,31.8079726295646,0
0,0,-0.01232,1232,227,170,7666,81,867,1170,7,-105.953469913218,31.4121419172686,0
18,50,0.02967,1245,1305,170,7470,12,558,99,5,-93.3958343219253,33.3119887631649,101
0,0,0.00128,1334,240,170,7629,77,517,1134,7,-105.679879816791,31.208094681974,0
0,3,0.00077,1535,112,170,7967,62,279,864,7,-117.524952678075,35.7257850705095,0
10,2,-0.01817,1632,364,170,7505,54,332,1107,7,-110.196834717994,32.9687785131502,29
0,2,0.03158,2224,280,170,7204,70,501,1144,7,-104.461388451908,31.9245526887693,0
8,2,0.0136,2264,298,170,7100,67,414,1170,7,-104.256140860967,31.2870727385965,0
8,2,0.02404,2375,382,170,6700,60,409,1177,7,-102.936346613524,30.5753687262742,0
11,4,-0.02104,2445,438,170,7094,45,311,1014,7,-112.264455223633,34.0611526350711,12
0,1,-0.02386,2447,164,170,8061,40,305,1064,7,-115.127004567519,35.8073351037668,0
0,2,-0.02192,2480,573,170,7784,49,632,738,10,-100.761926372885,32.6184890398848,0
8,2,-0.00643,2541,413,170,7630,55,597,922,7,-102.371717158787,32.4877982711583,0
11,3,-0.00587,2605,432,170,5781,68,261,1464,7,-102.98860201216,29.4018495878663,4
9,4,-0.00031,2677,437,170,7714,53,668,876,10,-102.033470134571,32.4194097077226,0
20,69,0.0311,2842,1375,170,7605,18,774,56,14,-91.611531577673,33.3495146749234,124
0,44,-0.09368,2883,853,170,8353,38,1151,263,8,-97.7033186253784,34.2045818086393,76
0,3,0.00536,2910,355,170,7448,58,647,1024,7,-102.832726133457,32.0204039522915,0
0,6,-0.02782,3026,594,170,8430,48,541,523,6,-100.225782641572,33.4908486542882,0
0,8,-0.02612,3066,520,170,7909,52,1184,697,10,-101.165589343024,33.0426706591172,0
7,6,0.00436,3068,534,170,7824,52,678,747,10,-101.045825019065,32.7472383445701,16
8,6,-0.01171,3087,547,170,7887,50,760,718,10,-100.880283688093,32.7113393347177,0
10,12,-0.02749,3148,672,170,8667,42,516,368,10,-99.1701775004776,33.9321330344211,0
7,13,-0.01986,3178,598,170,8367,48,794,517,6,-100.18181388022,33.4339220387537,28
16,25,0.0179,3237,1146,170,8080,25,544,167,14,-95.6862878725915,33.7687456382768,65
0,10,-0.02183,3302,588,170,8382,48,566,531,10,-100.275703200232,33.4148804836656,32
7,9,-0.00383,3318,591,170,7657,47,371,741,10,-100.639975284475,32.2052231699322,14
7,10,-0.04113,3365,639,170,7563,44,822,751,10,-100.244651727554,32.3052473610197,12
16,11,-0.02929,3373,1143,170,8096,25,630,184,10,-95.6952772569804,33.6269465170417,4
0,6,-0.09628,3401,688,170,8447,44,417,427,10,-99.1933993777966,33.5583990439279,1
18,38,0.04091,3437,1261,170,7840,18,979,62,12,-91.9139612176435,34.2782560945637,2
0,9,0.00338,3447,1053,170,8020,31,464,234,10,-96.4137665031101,33.5768484255179,0
10,18,-0.05028,3462,1084,170,7972,28,616,203,12,-96.1793097040758,33.4669919650828,0
9,11,-0.00586,3571,714,170,8661,40,544,362,10,-98.8995435554173,34.0492709862054,0
17,36,-0.0045,3660,1229,170,7828,23,668,143,14,-95.0521048619441,34.010411322451,52
0,17,-0.02689,3698,1142,170,8087,25,610,180,12,-95.7135111676946,33.6625556342052,4
18,66,0.09026,3847,1273,170,7774,18,754,64,14,-91.959596090791,34.1027016422186,119
11,9,0.00389,3870,1074,170,8003,29,606,192,10,-96.2688235146333,33.5894185227975,0
24,71,0.02757,3873,1354,170,7598,14,657,35,5,-92.2283127432271,33.1445669514529,118
0,8,-0.09535,4203,1168,170,7967,22,616,161,10,-95.3714028790048,33.619779455612,28
6,2,0.02836,4276,219,170,6823,82,1060,74,12,-119.841732798965,36.5121846411028,0
0,4,0.00839,4353,1266,170,7861,18,776,57,12,-91.7478533317696,34.2011372704957,0
0,14,-0.01135,4511,342,170,6845,84,597,122,8,-119.560984747939,36.7777172133226,0
11,21,-0.01845,4702,704,170,6994,73,503,145,8,-122.131903013929,40.3320512650868,0
13,8,0.06504,4777,1380,170,7888,21,752,42,12,-90.4688377559519,33.9273431571176,16
16,12,0.02453,4781,1229,170,7738,18,638,139,10,-94.8114243472095,33.5361720332762,39
0,4,-0.02442,4906,183,170,6694,80,666,61,12,-120.057230222063,36.4511207672453,0
10,12,-0.01649,4937,451,170,7668,52,861,816,7,-101.510680462307,31.6990261619838,0
0,5,0.02125,5007,212,170,6769,82,760,67,12,-119.945531412375,36.5597518717351,0
0,20,-0.03482,5239,520,170,6749,83,307,380,8,-119.024395392011,36.5035023310388,31
0,17,-0.06369,5274,407,170,6675,83,264,211,10,-119.165176071829,36.5064320680377,0
7,13,-0.03016,5342,302,170,6846,82,952,106,10,-119.681733640166,36.7733976574051,0
19,60,0.04697,5366,1332,170,7716,17,827,55,14,-91.611343541561,33.7425883363425,52
14,6,-0.04593,6041,416,170,5644,82,353,622,13,-117.119445462797,34.0414820625071,5
8,11,0.01933,6096,204,170,6792,82,1295,70,12,-119.785003212693,36.3816151371207,0
21,52,-0.00524,6099,1439,170,7159,20,1017,126,4,-89.1585303614225,32.7799140403368,73
17,15,0.05217,6447,1388,170,7323,21,594,69,12,-88.4441575217031,33.1236071066517,6
23,61,0.08491,6551,1314,170,6907,20,941,242,14,-84.7776089854805,32.7930809566595,98
15,27,0.02618,7049,1235,170,7050,20,497,126,14,-81.296901525106,33.7572511715604,105
20,40,0.05066,7142,1416,170,7239,21,539,90,14,-90.0870419643021,33.0839210698535,107
20,46,0.04787,7158,1450,170,7113,20,578,156,14,-89.2117456296536,32.6371136706561,61
20,49,0.04401,7382,1225,170,7063,19,440,126,14,-81.4108936996418,33.7034694832139,110
19,71,0.02993,7525,1179,170,7174,23,969,21,14,-79.5203361057036,34.2987577925107,213
0,61,0.05494,7578,1395,170,7053,21,597,143,8,-86.4857776089208,32.9050667320253,75
21,60,-0.01648,7678,1394,170,7393,21,886,48,5,-88.2513845074005,33.1048629732393,98
21,51,0.00058,7753,1399,170,7201,21,478,86,5,-88.5994362051701,32.9257092380439,102
16,44,0.04743,7774,1169,170,7090,24,1206,39,14,-79.9106569001174,34.052871230203,56
21,44,0.03218,7859,1218,170,7071,19,574,123,14,-81.6040575820707,33.491271772665,45
17,52,0.0448,7878,1165,170,7105,21,462,78,8,-80.7490713610809,34.0151616325262,92
17,42,0.05267,7997,1167,170,7114,24,656,41,14,-79.8582924545171,34.0689337094002,96
22,72,0.03486,8031,1220,170,7026,18,462,167,5,-83.801838338798,33.3422850855256,97
21,67,0.01378,8032,1430,170,7173,22,549,128,5,-89.7222112473715,32.7438176749164,100
0,50,0.00294,8056,1384,170,6923,28,771,12,5,-77.2615109513995,34.7047537582781,90
17,16,0.02182,8200,1398,170,7323,21,636,59,14,-88.2670156208541,32.9864749960638,66
19,61,-0.04255,8454,1158,170,7188,23,1177,39,5,-79.8178380112068,34.2853769675286,96
22,56,0.0648,8511,1416,170,7411,21,626,101,14,-90.0635817215028,33.3165179559763,145
22,52,0.04463,8983,1184,170,6942,17,475,136,14,-82.479472866453,33.2098597130043,108
22,56,0.04915,9004,1194,170,6964,18,908,157,5,-83.0766111319875,33.1438560762699,78
0,73,0.04506,9139,1304,170,6850,28,784,-3,5,-78.6227669285369,33.9469272264294,92
22,46,0.03994,10016,1428,170,7197,22,1034,88,5,-89.7852104515926,32.9296751985688,77
22,54,0.03152,10116,1447,170,7110,20,554,148,14,-89.2970887433249,32.6860049350177,50
17,57,0.02599,10512,1425,170,6956,22,501,184,14,-85.6016779454415,32.5841200162577,75
18,41,0.03209,11706,1347,170,6887,31,830,14,14,-78.1365018147433,34.2981430320523,135
20,46,0.03874,11840,1446,170,7113,20,493,145,12,-89.3189894747267,32.6229049775123,31
19,71,0.00173,12204,1282,170,6891,27,755,12,5,-78.7865814495626,33.9691966343541,107
0,0,-0.03081,13756,118,170,7977,49,750,990,7,-116.870041540404,35.3377251803054,0
18,75,0.02385,15006,1367,170,6921,31,1231,8,5,-77.6928423752443,34.5717438480397,69
23,49,0.08065,17804,1284,170,6891,20,514,228,14,-84.3143170147437,32.9175257634008,87
0,2,0.01766,45971,394,170,6522,61,510,1232,7,-102.797179735579,30.1828823792199,0
11,3,-0.0116,46980,324,170,3585,89,364,158,13,-117.140014213487,32.9795402118853,22
10,5,-0.00808,48131,302,170,3458,87,573,84,6,-117.188446327681,33.0310795437054,17
0,0,0.05629,63672,224,170,7430,73,1025,1101,7,-104.992577769529,31.8176766925489,0
20,65,0.02064,0,1301,171,7397,12,589,101,8,-93.2194450315371,33.2001380289872,110
20,68,0.04069,18,1296,171,7583,13,512,91,5,-93.5488531934562,33.4153819889401,76
21,58,0.03426,83,1288,171,7517,12,781,66,14,-92.9800984780681,33.3476054093151,107
21,50,0.04054,208,1301,171,7564,13,665,88,5,-93.5246946306721,33.4026378172148,110
21,54,0.03264,215,1290,171,7423,12,515,94,8,-93.2942767634418,33.1621954065002,110
24,69,0.03668,235,1299,171,7567,13,763,87,4,-93.5260054078074,33.380103880209,157
21,69,0.0247,629,1298,171,7410,12,763,97,5,-93.2501303347598,33.2102423564026,131
0,0,-0.02861,915,328,171,6991,85,562,1129,7,-110.277285630664,32.054552819802,0
0,0,0.00524,1052,102,171,8753,38,196,890,7,-117.395315060196,36.9403252792412,0
0,0,0.02712,1132,224,171,7568,73,493,1208,7,-106.605343463808,31.8091061425508,0
0,0,-0.01723,1364,386,171,6490,64,636,1188,7,-103.067893135799,30.1127901288924,0
0,0,0.00992,1366,125,171,8253,37,758,875,7,-115.82600982395,35.9902725018927,0
0,0,0.0203,1448,220,171,7648,73,848,1206,7,-106.323869947558,31.9393274976414,0
0,0,-0.08381,1510,137,171,7492,73,462,828,7,-117.987510795361,35.3769939190074,0
0,0,0.02043,1580,194,171,8299,37,375,1006,7,-114.129201424353,36.2155179465057,0
0,0,0.01961,1667,283,171,7343,71,622,1131,7,-104.676446658065,31.1830846694698,0
10,2,0.01436,2018,220,171,7543,43,371,863,7,-113.636444637574,34.9508028612646,0
20,54,0.03335,2160,1305,171,7430,12,740,98,5,-93.1014242939792,33.096405571631,110
7,2,-0.02014,2189,443,171,7682,53,768,865,10,-101.942760535504,32.3455680753831,0
0,4,0.01765,2314,360,171,6685,61,729,1126,7,-103.446768309548,30.6140323159903,0
9,3,0.03679,2387,384,171,7478,56,593,984,7,-102.717820457587,32.3319480849278,0
0,11,0.00336,2435,436,171,7680,53,628,829,7,-101.629568798951,31.8540909841197,0
9,2,0.03897,2607,335,171,7501,61,870,1001,7,-103.262922466943,32.1820896372357,0
11,8,-0.00983,2664,422,171,7650,54,549,885,10,-102.175712113617,32.4048617829977,0
0,4,0.00553,2710,639,171,8607,44,612,410,10,-99.5908637969197,33.8853032173153,0
0,0,-0.01984,2782,110,171,7612,65,784,806,7,-117.836732978756,35.1713745671997,0
0,4,-0.02788,2783,612,171,8513,46,601,475,6,-99.9918381069642,33.6422716895066,5
9,2,0.01381,2805,179,171,6691,83,673,82,7,-119.704135801199,35.6621012694489,0
9,3,-0.12413,2829,693,171,8423,43,455,412,10,-99.106709953524,33.5530364296595,0
22,70,0.11609,2899,1356,171,7512,15,1003,48,5,-92.2358052949225,33.0412402050289,104
0,5,-0.01193,2993,600,171,7644,47,629,750,7,-100.588593426588,32.2986690022785,0
0,1,-0.01192,3102,104,171,7624,68,516,803,7,-117.76073260358,35.147872274343,0
21,63,0.04462,3141,1389,171,7530,17,595,38,14,-91.9967430091817,33.0207498806577,112
7,19,-0.02425,3150,591,171,8349,48,1071,519,6,-100.219053069119,33.3313566811403,0
8,4,-0.09469,3179,676,171,8585,43,739,358,10,-99.1452934724706,33.7840776455666,0
7,8,0.00699,3203,657,171,7576,42,453,714,8,-99.9799340463357,32.3104852397343,13
14,11,-0.00485,3206,1167,171,8010,23,1306,129,12,-95.4805492208,33.8913620225727,31
7,8,0.0045,3223,643,171,8629,44,1053,397,10,-99.523045905196,33.9147801082512,0
13,30,-0.00601,3259,924,171,8170,33,559,248,10,-97.1301987693179,33.990173245835,53
0,7,-0.00968,3286,432,171,7683,53,590,867,10,-102.042166863004,32.356533163555,0
0,6,-0.02694,3314,993,171,8147,32,611,249,10,-96.7992750176953,34.0124666290437,0
0,9,0.00837,3343,656,171,7616,42,524,727,10,-100.001914232898,32.2944309836857,23
0,3,0.0029,3345,757,171,8606,40,724,325,10,-98.512774593065,34.1703974854749,0
12,16,-0.03443,3346,1081,171,7971,26,588,175,10,-96.0227493692653,33.2002587063637,51
10,7,-0.0369,3358,890,171,8036,35,523,363,10,-97.549885701591,33.6878898203169,4
7,9,-0.02034,3369,572,171,7833,49,627,717,10,-100.742283472865,32.7574331266208,0
0,5,-0.01906,3405,647,171,8452,45,525,448,10,-99.6315482174823,33.7209619359258,50
0,4,-0.00963,3418,426,171,7661,54,840,871,12,-102.085790658477,32.3353068139811,0
8,14,-0.06781,3421,679,171,8602,43,527,372,10,-99.1128897475303,33.849378843855,0
8,21,-0.00499,3541,491,171,7678,52,610,795,10,-101.272811984521,32.0070861358511,0
11,5,0.02722,3563,1311,171,7743,17,691,49,12,-91.5633797700992,33.8842880856317,42
0,8,-0.08005,3578,1073,171,7980,29,754,224,12,-96.2898127252542,33.4069457859682,19
0,14,0.00284,3589,709,171,8644,40,521,345,10,-98.8803709786841,34.0043189304371,0
11,18,-0.00696,3626,1107,171,8034,26,624,163,10,-95.8975622888804,33.4770709288904,0
0,15,-0.00388,3678,1049,171,8048,31,569,218,10,-96.4094181388937,33.6082866976017,0
0,22,-0.05129,3765,739,171,7898,33,505,487,10,-98.7894916345027,32.5269099690796,26
8,13,-0.00316,3814,586,171,7562,47,452,746,10,-100.613604792556,31.8075400599066,14
8,12,-0.00629,3907,495,171,7702,51,598,807,10,-101.285723331534,32.0857852995809,7
11,6,-0.01031,3921,1281,171,7816,18,837,52,12,-91.6540266904618,34.0891542717775,0
0,14,-0.0113,3973,800,171,8547,40,633,290,10,-98.2825763343051,34.2701571474813,0
15,16,-0.04792,4013,1167,171,7922,22,691,147,10,-95.3032400214028,33.5711033814395,9
10,3,-0.06071,4052,220,171,6723,83,390,222,7,-120.072332294633,35.893383039153,0
0,12,-0.05112,4126,791,171,8523,39,696,286,10,-98.2444527698629,34.1433198850519,0
0,8,-0.02243,4127,793,171,8487,39,570,274,10,-98.1617040652243,34.1593905873978,0
0,5,0.00099,4341,1326,171,7777,19,701,41,12,-91.3293661491133,33.7005653234112,2
19,54,0.02548,4423,1296,171,7445,12,722,98,8,-93.391442036015,33.2753866207045,81
0,3,-0.01222,4443,478,171,7702,53,648,825,10,-101.605548408924,32.5116384072723,0
9,9,-0.00564,4595,172,171,6772,80,624,70,7,-119.643482271749,35.6881687041156,0
6,5,0.02805,4727,166,171,6805,81,744,84,12,-119.564205944012,35.5324336419665,0
0,4,0.00863,4817,191,171,6839,84,953,63,12,-119.566514104762,36.1424885369867,0
0,18,0.02804,4884,290,171,6642,79,452,444,10,-118.784366829,34.9861228866951,0
15,6,0.09213,4934,1386,171,7881,21,715,39,12,-90.4934394967844,33.8662210270575,0
16,42,0.00608,4988,1244,171,7801,18,578,105,14,-94.5157287068121,33.6102281616428,86
15,17,0.05372,5173,1237,171,7700,17,587,120,14,-94.4511971364316,33.483837725889,15
16,4,-0.01723,6555,1289,171,7801,18,902,56,14,-91.5708264195467,34.0900561482772,37
20,63,0.02908,6696,1439,171,7144,20,562,129,14,-89.4990100523366,32.6570413501085,107
23,56,0.03407,6973,1204,171,7017,19,633,115,5,-81.6827066567552,33.3596763507912,124
23,71,0.01263,7309,1425,171,7098,21,578,133,5,-88.8646513549129,32.6265453761059,126
20,54,0.02787,7656,1223,171,7056,19,595,125,14,-81.5500813151508,33.5197556383039,115
23,65,0.03134,7694,1386,171,7230,21,457,55,5,-88.4805291115154,32.9697093842586,95
18,50,0.02241,7740,1218,171,7102,19,435,114,14,-81.5915351226302,33.5587659885878,96
16,19,0.03866,7763,1231,171,7053,20,510,137,14,-81.2145249315837,33.7414449982956,94
24,72,0.051,7804,1443,171,7024,20,622,155,5,-86.9586694406431,32.7480830328087,91
0,24,0.15719,7822,1388,171,6910,28,614,7,3,-77.1189679281691,34.7091891324389,41
21,66,0.05254,7839,1159,171,6993,18,443,81,8,-82.0201842940543,33.2247132825536,61
22,33,0.03621,8123,1431,171,7164,21,742,118,14,-89.4787211422543,32.7077199211722,70
18,59,0.02472,8192,1168,171,7177,24,821,17,5,-79.6018806336051,34.2422368879084,109
12,17,0.03127,8378,1271,171,6916,27,569,18,14,-78.973199834543,33.9587037364657,97
26,77,0.03743,8431,1222,171,7025,18,557,181,5,-83.6966850265589,33.2492113773549,129
0,16,0.03873,8439,1229,171,7050,24,935,16,12,-79.3881287774635,34.1178653953432,68
13,18,-0.00304,8529,285,171,3987,83,198,195,6,-117.330278681591,33.4465384312924,2
22,64,0.02054,8650,1396,171,7410,22,982,46,5,-88.1721960230514,33.0852087401786,86
15,43,0.03703,9020,1415,171,6872,24,691,2,8,-76.554197854109,34.7308862839723,35
0,58,0.03794,9164,1367,171,6776,30,833,6,6,-78.2282231273148,33.9622029532082,48
12,17,-0.00156,9280,586,171,7002,76,831,82,14,-122.170975613171,40.180131370139,0
21,62,0.06707,9513,1173,171,6918,17,1037,117,5,-82.3500188575657,33.1880206854579,180
21,70,0.02963,10349,1165,171,7053,23,486,88,5,-80.5247809779348,33.9139860938314,88
16,50,0.02653,15767,1378,171,6795,30,646,13,14,-78.1814467561341,33.9662826494906,114
0,0,-0.03527,46081,222,171,6687,80,339,283,13,-119.464465019416,35.1552154927042,0
0,36,-0.01073,54861,1001,171,8132,32,775,205,9,-96.5831503415453,33.7862000188783,19
0,4,0.00081,65535,309,171,3476,88,487,159,6,-117.11056023224,32.8998562460073,35
0,0,0.02604,65535,232,171,6998,55,782,896,16,-116.651936892926,34.4014863849649,0
0,3,0.00926,65535,276,171,3396,84,1378,38,13,-117.292598295198,33.2458348670775,5
0,5,0,65535,1428,171,6871,22,0,0,0,-76.3174373214445,34.854280503376,0
0,4,0,65535,1429,171,6877,21,383,0,0,-76.2373185593045,34.914318459342,0
0,1,0,65535,1429,171,6865,21,576,0,0,-76.2495838962548,34.9047521073993,0
10,6,-0.0063,65535,274,171,3036,91,468,72,13,-117.140591137172,32.7326599301187,94
24,74,0.02814,0,1271,172,7462,11,1309,74,5,-93.3529735056944,33.0703963931668,132
19,45,0.03389,0,1285,172,7434,12,451,84,8,-93.2951004408347,33.1454873567356,139
22,73,0.05468,143,1270,172,7611,14,627,91,8,-93.7444150605777,33.5721847788861,66
21,68,0.01895,691,1294,172,7454,12,1041,82,5,-93.0447198723906,33.2329414505436,85
26,73,0.00435,782,1286,172,7494,12,979,70,5,-92.8956772539597,33.1299868282953,110
24,67,0.01902,983,1301,172,7502,13,618,77,5,-92.8288251734929,33.0587768171171,77
0,0,-0.0545,1150,302,172,7544,59,558,979,7,-109.929629228141,32.8460702858953,1
0,0,-0.02158,1267,222,172,7727,80,590,1152,7,-106.030408954413,31.4449871487303,0
0,2,-0.02919,1280,176,172,7998,41,332,1029,7,-114.872559902587,35.7582697649595,0
19,61,0.0412,1646,1394,172,7526,18,723,47,5,-91.7591859443624,33.050822309107,149
0,0,0.02053,1763,222,172,7563,44,423,961,7,-113.965181624747,34.8106759226504,0
0,2,0.03377,2054,136,172,8377,30,276,861,7,-114.961760319625,36.535819091706,0
0,3,0.00465,2056,387,172,6513,62,387,1197,7,-102.905991480278,30.0882118850901,12
0,3,-0.03823,2083,524,172,7151,51,248,1254,6,-110.973353958749,33.314816084585,23
0,0,0.00424,2122,353,172,6785,60,526,1095,7,-103.463398787171,30.751097947227,3
0,2,-0.01777,2229,432,172,7663,52,978,855,10,-101.996958391449,32.2801510588515,0
13,4,-0.02063,2235,431,172,7602,48,372,1077,6,-110.756305412483,33.6344120146916,5
0,2,0.00188,2319,390,172,6399,65,270,1166,6,-103.003583154443,29.9494665422458,0
9,2,0.04703,2512,332,172,7519,61,589,992,7,-103.276463047563,32.1709840613746,0
8,0,-0.00068,2532,98,172,7591,68,721,716,7,-117.77047459843,35.0313545295181,0
7,0,-0.00402,2550,95,172,7581,60,596,777,7,-117.509839770709,34.9740468724974,0
0,5,0.00416,2649,492,172,7689,52,520,818,10,-101.448632739453,32.454852279427,0
0,2,0.01567,2805,353,172,7529,57,886,977,7,-102.845522491844,32.0730521276518,0
0,2,-0.05675,2840,671,172,8485,45,585,406,10,-99.3364734224635,33.6161781970701,10
7,2,-0.00839,2898,348,172,7541,56,490,989,7,-102.822179218225,31.9545647785303,0
0,3,-0.00127,3106,197,172,7741,43,350,1149,7,-115.008304266987,35.2591966202119,0
7,3,-0.01866,3199,604,172,8224,47,383,521,10,-100.119452297833,33.2472949031422,12
8,2,-0.00773,3312,730,172,8698,41,1003,317,10,-98.6808224896808,34.1351776329463,0
0,5,-0.05996,3322,684,172,8413,43,435,395,12,-99.2010069181182,33.4811232858733,1
20,54,-0.02291,3358,1197,172,7735,19,589,111,5,-94.98611397289,33.5243633248071,24
0,14,-0.04235,3382,1057,172,8015,28,727,187,10,-96.2632458089956,33.3133012097301,19
0,12,-0.07829,3382,681,172,8607,42,614,353,10,-99.0386161823001,33.839506152926,0
7,16,-0.01166,3387,630,172,7633,44,576,681,10,-100.253143643419,32.457374223008,25
7,2,-0.01992,3426,429,172,7636,53,639,822,7,-101.683944322226,31.6837004021511,0
7,9,-0.04845,3465,773,172,8596,40,729,292,10,-98.4084972681408,34.2176912697155,0
6,18,-0.0728,3552,685,172,8320,42,566,438,10,-99.2744839511935,33.3976741858479,0
0,9,-0.00863,3563,882,172,8018,35,462,356,10,-97.6054298681364,33.5789441536921,48
6,12,-0.02933,3576,585,172,7742,48,565,715,10,-100.653442817609,32.6132422438596,0
9,7,-0.06508,3618,673,172,8414,44,677,416,10,-99.3317006372087,33.5224178025888,0
0,3,-0.02168,3741,170,172,6870,79,899,66,12,-119.613930078331,35.7605040051314,0
0,19,-0.04608,3775,1111,172,7914,25,523,178,10,-95.7980513415368,33.1519547563669,0
10,7,-0.0737,3879,898,172,8087,35,441,296,10,-97.3922697315815,33.7628978582372,0
7,2,0.08621,3927,183,172,6733,78,506,148,13,-120.25099619286,36.2591481578246,0
13,14,-0.00973,4142,1124,172,8022,24,927,138,14,-95.6629194342879,33.3831529062606,0
0,9,0.01395,4159,179,172,6886,85,742,58,12,-119.554869613191,35.973215021707,0
16,22,-0.01706,4190,1118,172,7865,23,637,164,14,-95.6725296640554,33.0625139178031,0
0,18,-0.02416,4254,1122,172,7883,24,611,156,10,-95.6838647232148,33.1326397548872,0
9,17,-0.02129,4274,474,172,7722,52,669,769,10,-101.311654606512,31.8030642641644,0
16,22,0.00113,4419,1117,172,7801,22,687,162,14,-95.4531981217223,33.0391603357843,44
7,5,-0.0065,4598,183,172,6898,80,656,58,12,-119.566992816277,36.0476275221139,0
0,18,-0.09513,4713,795,172,8397,38,528,275,10,-98.0575604859362,34.0336703916573,0
14,8,-0.04701,4760,1150,172,7962,22,638,138,12,-95.3866974148081,33.5122736409597,0
15,22,-0.00411,4806,1132,172,7885,21,654,117,10,-95.2654446463829,33.3443488288553,19
17,25,0.01105,5101,1394,172,7836,22,1145,35,12,-90.4033235978583,33.7235693682147,0
15,2,0.08507,5183,1393,172,7707,21,820,39,12,-90.2282890062995,33.6572251115754,0
0,11,0.02616,5599,162,172,6821,78,671,79,12,-119.550019353329,35.4552737021551,0
8,5,0.03625,5742,234,172,6767,81,1032,84,12,-119.308960785817,36.1443169594322,0
21,53,-0.01054,7298,1407,172,7126,22,794,65,5,-88.4791221027639,32.7671273645444,89
12,4,-0.0134,7458,337,172,3704,84,312,215,13,-116.960463959164,32.7615076967846,70
20,47,0.03475,7490,1401,172,7265,21,660,54,11,-88.2032366609343,32.8853659367202,91
23,74,0.01973,7718,1444,172,7089,21,528,101,5,-88.3717820260746,32.5562201009682,106
28,74,0.0276,7721,1414,172,7111,22,558,105,5,-88.7304413372269,32.6890162093413,112
17,56,0.02582,7726,1200,172,7164,20,919,82,8,-81.1922604772936,33.9254569590432,54
14,9,0.02666,7770,1455,172,7036,19,773,135,14,-89.4128975517484,32.4047984540736,150
20,42,0.06704,7781,1177,172,6935,17,524,120,14,-82.3600347513617,33.1916453319161,22
23,68,0.02485,7814,1422,172,7115,18,527,115,4,-87.3995109015315,32.8235886246203,136
22,75,0.04516,7831,1425,172,6916,21,602,142,14,-86.1012600702766,32.6358670092802,103
0,27,0.02334,7950,1189,172,7020,24,727,30,14,-80.0209215558155,33.8516879467179,100
19,47,0.04218,8165,1215,172,6934,24,839,21,14,-79.7583383291252,33.8176838386622,84
24,78,0.05632,8242,1205,172,7028,18,677,170,5,-83.5321973502326,33.2487062944768,140
20,48,0.0284,8315,1181,172,7015,24,1099,34,14,-80.1297061552762,33.8670472933072,102
23,64,0.08703,8428,1312,172,6947,22,698,188,5,-85.0703381057288,32.6859397371961,119
0,59,0.03139,8592,1232,172,7017,25,783,13,5,-79.4228530124901,33.9973837724791,102
0,43,0.04052,8596,1214,172,7086,19,1134,97,8,-81.5098756061027,33.5892359048206,51
